GearID,Brand,Series,Model,UseClass,LengthM,Power,Action,LureMinG,LureMaxG,LineMinKg,LineMaxKg,WeightG,Sensitivity,Control,FightingPower,CastPotential,PriceJPY,PrimaryUse,Status
rod-0491,Major Crest,FIRSTWAY,190MHM,Boat Bait,1.9,MH,Moderate,20,80,10,30,159,59,62,61,43,32700,船餌,FICTIONAL_CONTENT
rod-0492,Major Crest,FIRSTWAY,200MHM,Boat Bait,2,MH,Moderate,20,80,10,30,162,59,62,61,45,31900,船餌,FICTIONAL_CONTENT
rod-0493,Major Crest,FIRSTWAY,210MHM,Boat Bait,2.1,MH,Moderate,20,80,10,30,165,59,62,61,47,31100,船餌,FICTIONAL_CONTENT
rod-0494,Major Crest,FIRSTWAY,220MHM,Boat Bait,2.2,MH,Moderate,20,80,10,30,168,59,62,61,50,31900,船餌,FICTIONAL_CONTENT
rod-0495,Major Crest,FIRSTWAY,230MHM,Boat Bait,2.3,MH,Moderate,20,80,10,30,171,59,62,61,52,32700,船餌,FICTIONAL_CONTENT
rod-0496,Major Crest,CROSSRIDGE,163ULS,Area Trout,1.63,UL,Slow,0.5,5,1,4,140,56,62,57,37,33600,管理釣り場,FICTIONAL_CONTENT
rod-0497,Major Crest,CROSSRIDGE,173ULS,Area Trout,1.73,UL,Slow,0.5,5,1,4,143,56,62,57,39,32800,管理釣り場,FICTIONAL_CONTENT
rod-0498,Major Crest,CROSSRIDGE,183ULS,Area Trout,1.83,UL,Slow,0.5,5,1,4,146,56,62,57,41,32000,管理釣り場,FICTIONAL_CONTENT
rod-0499,Major Crest,CROSSRIDGE,193ULS,Area Trout,1.93,UL,Slow,0.5,5,1,4,149,56,62,57,43,32800,管理釣り場,FICTIONAL_CONTENT
rod-0500,Major Crest,CROSSRIDGE,203ULS,Area Trout,2.03,UL,Slow,0.5,5,1,4,152,56,62,57,46,33600,管理釣り場,FICTIONAL_CONTENT
rod-0501,Tail Walker,OCEANEDGE,239MLF,Seabass Short,2.39,ML,Fast,5,28,5,12,160,66,66,63,54,23600,港湾シーバス,FICTIONAL_CONTENT
rod-0502,Tail Walker,OCEANEDGE,249MLF,Seabass Short,2.49,ML,Fast,5,28,5,12,163,66,66,63,56,22800,港湾シーバス,FICTIONAL_CONTENT
rod-0503,Tail Walker,OCEANEDGE,259MLF,Seabass Short,2.59,ML,Fast,5,28,5,12,167,66,66,63,58,22000,港湾シーバス,FICTIONAL_CONTENT
rod-0504,Tail Walker,OCEANEDGE,269MLF,Seabass Short,2.69,ML,Fast,5,28,5,12,170,66,62,63,61,22800,港湾シーバス,FICTIONAL_CONTENT
rod-0505,Tail Walker,OCEANEDGE,279MLF,Seabass Short,2.79,ML,Fast,5,28,5,12,173,66,62,63,63,23600,港湾シーバス,FICTIONAL_CONTENT
rod-0506,Tail Walker,SHORELINE,254MF,Seabass Standard,2.54,M,Fast,7,35,6,14,165,66,66,63,57,24400,河川/湾岸シーバス,FICTIONAL_CONTENT
rod-0507,Tail Walker,SHORELINE,264MF,Seabass Standard,2.64,M,Fast,7,35,6,14,168,66,62,63,59,23600,河川/湾岸シーバス,FICTIONAL_CONTENT
rod-0508,Tail Walker,SHORELINE,274MF,Seabass Standard,2.74,M,Fast,7,35,6,14,171,66,62,63,62,22800,河川/湾岸シーバス,FICTIONAL_CONTENT
rod-0509,Tail Walker,SHORELINE,284MF,Seabass Standard,2.84,M,Fast,7,35,6,14,174,66,62,63,64,23600,河川/湾岸シーバス,FICTIONAL_CONTENT
rod-0510,Tail Walker,SHORELINE,294MF,Seabass Standard,2.94,M,Fast,7,35,6,14,177,66,62,63,66,24400,河川/湾岸シーバス,FICTIONAL_CONTENT
rod-0511,Tail Walker,OCEANEDGE,270MF,Seabass Long,2.7,M,Fast,10,45,7,16,170,66,62,63,61,25300,大河川/遠投,FICTIONAL_CONTENT
rod-0512,Tail Walker,OCEANEDGE,280MF,Seabass Long,2.8,M,Fast,10,45,7,16,173,66,62,63,63,24500,大河川/遠投,FICTIONAL_CONTENT
rod-0513,Tail Walker,OCEANEDGE,290MF,Seabass Long,2.9,M,Fast,10,45,7,16,176,66,62,63,65,23700,大河川/遠投,FICTIONAL_CONTENT
rod-0514,Tail Walker,OCEANEDGE,300MF,Seabass Long,3,M,Fast,10,45,7,16,179,66,62,63,68,24500,大河川/遠投,FICTIONAL_CONTENT
rod-0515,Tail Walker,OCEANEDGE,310MF,Seabass Long,3.1,M,Fast,10,45,7,16,182,66,62,63,70,25300,大河川/遠投,FICTIONAL_CONTENT
rod-0516,Tail Walker,SHORELINE,198MF,Rockfish Light,1.98,M,Fast,3,20,5,12,148,66,66,63,45,27800,ライトロック,FICTIONAL_CONTENT
rod-0517,Tail Walker,SHORELINE,208MF,Rockfish Light,2.08,M,Fast,3,20,5,12,151,66,66,63,47,27000,ライトロック,FICTIONAL_CONTENT
rod-0518,Tail Walker,SHORELINE,218MF,Rockfish Light,2.18,M,Fast,3,20,5,12,154,66,66,63,49,26200,ライトロック,FICTIONAL_CONTENT
rod-0519,Tail Walker,SHORELINE,228MF,Rockfish Light,2.28,M,Fast,3,20,5,12,157,66,66,63,51,27000,ライトロック,FICTIONAL_CONTENT
rod-0520,Tail Walker,SHORELINE,238MF,Rockfish Light,2.38,M,Fast,3,20,5,12,160,66,66,63,54,27800,ライトロック,FICTIONAL_CONTENT
rod-0521,Tail Walker,OCEANEDGE,216MHF,Rockfish Heavy,2.16,MH,Fast,7,40,8,18,164,66,66,67,49,28700,ロックフィッシュ,FICTIONAL_CONTENT
rod-0522,Tail Walker,OCEANEDGE,226MHF,Rockfish Heavy,2.26,MH,Fast,7,40,8,18,167,66,66,67,51,27900,ロックフィッシュ,FICTIONAL_CONTENT
rod-0523,Tail Walker,OCEANEDGE,236MHF,Rockfish Heavy,2.36,MH,Fast,7,40,8,18,170,66,66,67,53,27100,ロックフィッシュ,FICTIONAL_CONTENT
rod-0524,Tail Walker,OCEANEDGE,246MHF,Rockfish Heavy,2.46,MH,Fast,7,40,8,18,173,66,66,67,55,27900,ロックフィッシュ,FICTIONAL_CONTENT
rod-0525,Tail Walker,OCEANEDGE,256MHF,Rockfish Heavy,2.56,MH,Fast,7,40,8,18,176,66,66,67,58,28700,ロックフィッシュ,FICTIONAL_CONTENT
rod-0526,Tail Walker,SHORELINE,285MF,Surf,2.85,M,Fast,10,45,8,18,175,66,62,63,69,29500,サーフ,FICTIONAL_CONTENT
rod-0527,Tail Walker,SHORELINE,295MF,Surf,2.95,M,Fast,10,45,8,18,178,66,62,63,72,28700,サーフ,FICTIONAL_CONTENT
rod-0528,Tail Walker,SHORELINE,305MF,Surf,3.05,M,Fast,10,45,8,18,181,66,62,63,74,27900,サーフ,FICTIONAL_CONTENT
rod-0529,Tail Walker,SHORELINE,315MF,Surf,3.15,M,Fast,10,45,8,18,184,66,62,63,77,28700,サーフ,FICTIONAL_CONTENT
rod-0530,Tail Walker,SHORELINE,325MF,Surf,3.25,M,Fast,10,45,8,18,187,66,62,63,79,29500,サーフ,FICTIONAL_CONTENT
rod-0531,Tail Walker,OCEANEDGE,300MHF,Surf Power,3,MH,Fast,15,60,10,25,190,66,62,67,73,30400,遠投サーフ,FICTIONAL_CONTENT
rod-0532,Tail Walker,OCEANEDGE,310MHF,Surf Power,3.1,MH,Fast,15,60,10,25,193,66,62,67,75,29600,遠投サーフ,FICTIONAL_CONTENT
rod-0533,Tail Walker,OCEANEDGE,320MHF,Surf Power,3.2,MH,Fast,15,60,10,25,196,66,62,67,78,28800,遠投サーフ,FICTIONAL_CONTENT
rod-0534,Tail Walker,OCEANEDGE,330MHF,Surf Power,3.3,MH,Fast,15,60,10,25,199,66,62,67,80,29600,遠投サーフ,FICTIONAL_CONTENT
rod-0535,Tail Walker,OCEANEDGE,340MHF,Surf Power,3.4,MH,Fast,15,60,10,25,202,66,62,67,83,30400,遠投サーフ,FICTIONAL_CONTENT
rod-0536,Tail Walker,SHORELINE,270MHF,Light Shore Jigging,2.7,MH,Fast,15,60,10,25,181,66,62,67,66,31200,LSJ,FICTIONAL_CONTENT
rod-0537,Tail Walker,SHORELINE,280MHF,Light Shore Jigging,2.8,MH,Fast,15,60,10,25,184,66,62,67,68,30400,LSJ,FICTIONAL_CONTENT
rod-0538,Tail Walker,SHORELINE,290MHF,Light Shore Jigging,2.9,MH,Fast,15,60,10,25,187,66,62,67,70,29600,LSJ,FICTIONAL_CONTENT
rod-0539,Tail Walker,SHORELINE,300MHF,Light Shore Jigging,3,MH,Fast,15,60,10,25,190,66,62,67,73,30400,LSJ,FICTIONAL_CONTENT
rod-0540,Tail Walker,SHORELINE,310MHF,Light Shore Jigging,3.1,MH,Fast,15,60,10,25,193,66,62,67,75,31200,LSJ,FICTIONAL_CONTENT
rod-0541,Tail Walker,OCEANEDGE,285HM,Shore Jigging,2.85,H,Moderate,30,100,15,35,198,61,62,73,69,32100,ショアジギ,FICTIONAL_CONTENT
rod-0542,Tail Walker,OCEANEDGE,295HM,Shore Jigging,2.95,H,Moderate,30,100,15,35,201,61,62,73,72,31300,ショアジギ,FICTIONAL_CONTENT
rod-0543,Tail Walker,OCEANEDGE,305HM,Shore Jigging,3.05,H,Moderate,30,100,15,35,204,61,62,73,74,30500,ショアジギ,FICTIONAL_CONTENT
rod-0544,Tail Walker,OCEANEDGE,315HM,Shore Jigging,3.15,H,Moderate,30,100,15,35,207,61,62,73,77,31300,ショアジギ,FICTIONAL_CONTENT
rod-0545,Tail Walker,OCEANEDGE,325HM,Shore Jigging,3.25,H,Moderate,30,100,15,35,210,61,62,73,79,32100,ショアジギ,FICTIONAL_CONTENT
rod-0546,Tail Walker,SHORELINE,300XHM,Heavy Shore Jigging,3,XH,Moderate,50,150,20,45,202,61,62,73,73,32900,大型青物,FICTIONAL_CONTENT
rod-0547,Tail Walker,SHORELINE,310XHM,Heavy Shore Jigging,3.1,XH,Moderate,50,150,20,45,206,61,62,73,75,32100,大型青物,FICTIONAL_CONTENT
rod-0548,Tail Walker,SHORELINE,320XHM,Heavy Shore Jigging,3.2,XH,Moderate,50,150,20,45,209,61,62,73,78,31300,大型青物,FICTIONAL_CONTENT
rod-0549,Tail Walker,SHORELINE,330XHM,Heavy Shore Jigging,3.3,XH,Moderate,50,150,20,45,212,61,62,73,80,32100,大型青物,FICTIONAL_CONTENT
rod-0550,Tail Walker,SHORELINE,340XHM,Heavy Shore Jigging,3.4,XH,Moderate,50,150,20,45,215,61,62,73,83,32900,大型青物,FICTIONAL_CONTENT
rod-0551,Tail Walker,OCEANEDGE,171MHM,Offshore Light Jig,1.71,MH,Moderate,40,120,12,30,150,61,66,67,38,33800,ライトジギ,FICTIONAL_CONTENT
rod-0552,Tail Walker,OCEANEDGE,181MHM,Offshore Light Jig,1.81,MH,Moderate,40,120,12,30,153,61,66,67,41,33000,ライトジギ,FICTIONAL_CONTENT
rod-0553,Tail Walker,OCEANEDGE,191MHM,Offshore Light Jig,1.91,MH,Moderate,40,120,12,30,156,61,66,67,43,32200,ライトジギ,FICTIONAL_CONTENT
rod-0554,Tail Walker,OCEANEDGE,201MHM,Offshore Light Jig,2.01,MH,Moderate,40,120,12,30,159,61,66,67,45,33000,ライトジギ,FICTIONAL_CONTENT
rod-0555,Tail Walker,OCEANEDGE,211MHM,Offshore Light Jig,2.11,MH,Moderate,40,120,12,30,162,61,66,67,47,33800,ライトジギ,FICTIONAL_CONTENT
rod-0556,Tail Walker,SHORELINE,163HM,Offshore Jigging,1.63,H,Moderate,80,220,20,50,160,61,66,73,37,34600,オフショアジギ,FICTIONAL_CONTENT
rod-0557,Tail Walker,SHORELINE,173HM,Offshore Jigging,1.73,H,Moderate,80,220,20,50,163,61,66,73,39,33800,オフショアジギ,FICTIONAL_CONTENT
rod-0558,Tail Walker,SHORELINE,183HM,Offshore Jigging,1.83,H,Moderate,80,220,20,50,166,61,66,73,41,33000,オフショアジギ,FICTIONAL_CONTENT
rod-0559,Tail Walker,SHORELINE,193HM,Offshore Jigging,1.93,H,Moderate,80,220,20,50,170,61,66,73,43,33800,オフショアジギ,FICTIONAL_CONTENT
rod-0560,Tail Walker,SHORELINE,203HM,Offshore Jigging,2.03,H,Moderate,80,220,20,50,173,61,66,73,46,34600,オフショアジギ,FICTIONAL_CONTENT
rod-0561,Tail Walker,OCEANEDGE,219HF,Casting,2.19,H,Fast,30,120,15,40,178,66,66,73,49,35500,オフショアキャスト,FICTIONAL_CONTENT
rod-0562,Tail Walker,OCEANEDGE,229HF,Casting,2.29,H,Fast,30,120,15,40,181,66,66,73,52,34700,オフショアキャスト,FICTIONAL_CONTENT
rod-0563,Tail Walker,OCEANEDGE,239HF,Casting,2.39,H,Fast,30,120,15,40,184,66,66,73,54,33900,オフショアキャスト,FICTIONAL_CONTENT
rod-0564,Tail Walker,OCEANEDGE,249HF,Casting,2.49,H,Fast,30,120,15,40,187,66,66,73,56,34700,オフショアキャスト,FICTIONAL_CONTENT
rod-0565,Tail Walker,OCEANEDGE,259HF,Casting,2.59,H,Fast,30,120,15,40,190,66,66,73,58,35500,オフショアキャスト,FICTIONAL_CONTENT
rod-0566,Tail Walker,SHORELINE,224XHM,Big Game,2.24,XH,Moderate,60,200,25,60,179,61,66,73,50,36300,大型回遊魚,FICTIONAL_CONTENT
rod-0567,Tail Walker,SHORELINE,234XHM,Big Game,2.34,XH,Moderate,60,200,25,60,182,61,66,73,53,35500,大型回遊魚,FICTIONAL_CONTENT
rod-0568,Tail Walker,SHORELINE,244XHM,Big Game,2.44,XH,Moderate,60,200,25,60,185,61,66,73,55,34700,大型回遊魚,FICTIONAL_CONTENT
rod-0569,Tail Walker,SHORELINE,254XHM,Big Game,2.54,XH,Moderate,60,200,25,60,188,61,66,73,57,35500,大型回遊魚,FICTIONAL_CONTENT
rod-0570,Tail Walker,SHORELINE,264XHM,Big Game,2.64,XH,Moderate,60,200,25,60,191,61,62,73,59,36300,大型回遊魚,FICTIONAL_CONTENT
rod-0571,Evergreen Field,TACTICA,183ULF,Ajing,1.83,UL,Fast,0.5,5,1.5,4,132,74,70,59,41,23600,軽量ジグ/アジ,FICTIONAL_CONTENT
rod-0572,Evergreen Field,TACTICA,193ULF,Ajing,1.93,UL,Fast,0.5,5,1.5,4,135,74,70,59,43,22800,軽量ジグ/アジ,FICTIONAL_CONTENT
rod-0573,Evergreen Field,TACTICA,203ULF,Ajing,2.03,UL,Fast,0.5,5,1.5,4,138,74,70,59,46,22000,軽量ジグ/アジ,FICTIONAL_CONTENT
rod-0574,Evergreen Field,TACTICA,213ULF,Ajing,2.13,UL,Fast,0.5,5,1.5,4,141,74,70,59,48,22800,軽量ジグ/アジ,FICTIONAL_CONTENT
rod-0575,Evergreen Field,TACTICA,223ULF,Ajing,2.23,UL,Fast,0.5,5,1.5,4,144,74,70,59,50,23600,軽量ジグ/アジ,FICTIONAL_CONTENT
rod-0576,Evergreen Field,TACTICA,155ULM,Trout Stream,1.55,UL,Moderate,1,7,1.5,4,124,69,70,59,35,25300,渓流,FICTIONAL_CONTENT
rod-0577,Evergreen Field,TACTICA,165ULM,Trout Stream,1.65,UL,Moderate,1,7,1.5,4,127,69,70,59,37,24500,渓流,FICTIONAL_CONTENT
rod-0578,Evergreen Field,TACTICA,175ULM,Trout Stream,1.75,UL,Moderate,1,7,1.5,4,130,69,70,59,39,23700,渓流,FICTIONAL_CONTENT
rod-0579,Evergreen Field,TACTICA,185ULM,Trout Stream,1.85,UL,Moderate,1,7,1.5,4,133,69,70,59,42,24500,渓流,FICTIONAL_CONTENT
rod-0580,Evergreen Field,TACTICA,195ULM,Trout Stream,1.95,UL,Moderate,1,7,1.5,4,136,69,70,59,44,25300,渓流,FICTIONAL_CONTENT
rod-0581,Evergreen Field,TACTICA,188MLF,Bass Finesse,1.88,ML,Fast,2,12,3,8,134,74,70,59,42,27000,バス/フィネス,FICTIONAL_CONTENT
rod-0582,Evergreen Field,TACTICA,198MLF,Bass Finesse,1.98,ML,Fast,2,12,3,8,137,74,70,59,45,26200,バス/フィネス,FICTIONAL_CONTENT
rod-0583,Evergreen Field,TACTICA,208MLF,Bass Finesse,2.08,ML,Fast,2,12,3,8,139,74,70,59,47,25400,バス/フィネス,FICTIONAL_CONTENT
rod-0584,Evergreen Field,TACTICA,218MLF,Bass Finesse,2.18,ML,Fast,2,12,3,8,142,74,70,59,49,26200,バス/フィネス,FICTIONAL_CONTENT
rod-0585,Evergreen Field,TACTICA,228MLF,Bass Finesse,2.28,ML,Fast,2,12,3,8,145,74,70,59,51,27000,バス/フィネス,FICTIONAL_CONTENT
rod-0586,Evergreen Field,INSPIRE-X,193MHF,Bass Power,1.93,MH,Fast,7,28,6,14,145,74,70,63,43,27900,バス/カバー,FICTIONAL_CONTENT
rod-0587,Evergreen Field,INSPIRE-X,203MHF,Bass Power,2.03,MH,Fast,7,28,6,14,148,74,70,63,46,27100,バス/カバー,FICTIONAL_CONTENT
rod-0588,Evergreen Field,INSPIRE-X,213MHF,Bass Power,2.13,MH,Fast,7,28,6,14,151,74,70,63,48,26300,バス/カバー,FICTIONAL_CONTENT
rod-0589,Evergreen Field,INSPIRE-X,223MHF,Bass Power,2.23,MH,Fast,7,28,6,14,154,74,70,63,50,27100,バス/カバー,FICTIONAL_CONTENT
rod-0590,Evergreen Field,INSPIRE-X,233MHF,Bass Power,2.33,MH,Fast,7,28,6,14,156,74,70,63,52,27900,バス/カバー,FICTIONAL_CONTENT
rod-0591,Evergreen Field,TACTICA,214MLF,Chinning,2.14,ML,Fast,3,18,4,10,141,74,70,59,48,28700,チニング,FICTIONAL_CONTENT
rod-0592,Evergreen Field,TACTICA,224MLF,Chinning,2.24,ML,Fast,3,18,4,10,144,74,70,59,50,27900,チニング,FICTIONAL_CONTENT
rod-0593,Evergreen Field,TACTICA,234MLF,Chinning,2.34,ML,Fast,3,18,4,10,147,74,70,59,53,27100,チニング,FICTIONAL_CONTENT
rod-0594,Evergreen Field,TACTICA,244MLF,Chinning,2.44,ML,Fast,3,18,4,10,150,74,70,59,55,27900,チニング,FICTIONAL_CONTENT
rod-0595,Evergreen Field,TACTICA,254MLF,Chinning,2.54,ML,Fast,3,18,4,10,153,74,70,59,57,28700,チニング,FICTIONAL_CONTENT
rod-0596,Evergreen Field,INSPIRE-X,239MLF,Seabass Short,2.39,ML,Fast,5,28,5,12,148,74,70,59,54,29600,港湾シーバス,FICTIONAL_CONTENT
rod-0597,Evergreen Field,INSPIRE-X,249MLF,Seabass Short,2.49,ML,Fast,5,28,5,12,151,74,70,59,56,28800,港湾シーバス,FICTIONAL_CONTENT
rod-0598,Evergreen Field,INSPIRE-X,259MLF,Seabass Short,2.59,ML,Fast,5,28,5,12,154,74,70,59,58,28000,港湾シーバス,FICTIONAL_CONTENT
rod-0599,Evergreen Field,INSPIRE-X,269MLF,Seabass Short,2.69,ML,Fast,5,28,5,12,157,74,66,59,61,28800,港湾シーバス,FICTIONAL_CONTENT
rod-0600,Evergreen Field,INSPIRE-X,279MLF,Seabass Short,2.79,ML,Fast,5,28,5,12,160,74,66,59,63,29600,港湾シーバス,FICTIONAL_CONTENT
rod-0601,Evergreen Field,TACTICA,198MF,Rockfish Light,1.98,M,Fast,3,20,5,12,137,74,70,59,45,33800,ライトロック,FICTIONAL_CONTENT
rod-0602,Evergreen Field,TACTICA,208MF,Rockfish Light,2.08,M,Fast,3,20,5,12,139,74,70,59,47,33000,ライトロック,FICTIONAL_CONTENT
rod-0603,Evergreen Field,TACTICA,218MF,Rockfish Light,2.18,M,Fast,3,20,5,12,142,74,70,59,49,32200,ライトロック,FICTIONAL_CONTENT
rod-0604,Evergreen Field,TACTICA,228MF,Rockfish Light,2.28,M,Fast,3,20,5,12,145,74,70,59,51,33000,ライトロック,FICTIONAL_CONTENT
rod-0605,Evergreen Field,TACTICA,238MF,Rockfish Light,2.38,M,Fast,3,20,5,12,148,74,70,59,54,33800,ライトロック,FICTIONAL_CONTENT
rod-0606,Evergreen Field,INSPIRE-X,163ULS,Area Trout,1.63,UL,Slow,0.5,5,1,4,127,65,70,59,37,46600,管理釣り場,FICTIONAL_CONTENT
rod-0607,Evergreen Field,INSPIRE-X,173ULS,Area Trout,1.73,UL,Slow,0.5,5,1,4,130,65,70,59,39,45800,管理釣り場,FICTIONAL_CONTENT
rod-0608,Evergreen Field,INSPIRE-X,183ULS,Area Trout,1.83,UL,Slow,0.5,5,1,4,132,65,70,59,41,45000,管理釣り場,FICTIONAL_CONTENT
rod-0609,Evergreen Field,INSPIRE-X,193ULS,Area Trout,1.93,UL,Slow,0.5,5,1,4,135,65,70,59,43,45800,管理釣り場,FICTIONAL_CONTENT
rod-0610,Evergreen Field,INSPIRE-X,203ULS,Area Trout,2.03,UL,Slow,0.5,5,1,4,138,65,70,59,46,46600,管理釣り場,FICTIONAL_CONTENT
rod-0611,Megaburst,DESTROY-X,188MLF,Bass Finesse,1.88,ML,Fast,2,12,3,8,135,71,71,58,42,26000,バス/フィネス,FICTIONAL_CONTENT
rod-0612,Megaburst,DESTROY-X,198MLF,Bass Finesse,1.98,ML,Fast,2,12,3,8,138,71,71,58,45,25200,バス/フィネス,FICTIONAL_CONTENT
rod-0613,Megaburst,DESTROY-X,208MLF,Bass Finesse,2.08,ML,Fast,2,12,3,8,141,71,71,58,47,24400,バス/フィネス,FICTIONAL_CONTENT
rod-0614,Megaburst,DESTROY-X,218MLF,Bass Finesse,2.18,ML,Fast,2,12,3,8,144,71,71,58,49,25200,バス/フィネス,FICTIONAL_CONTENT
rod-0615,Megaburst,DESTROY-X,228MLF,Bass Finesse,2.28,ML,Fast,2,12,3,8,147,71,71,58,51,26000,バス/フィネス,FICTIONAL_CONTENT
rod-0616,Megaburst,LEVANTIS,193MHF,Bass Power,1.93,MH,Fast,7,28,6,14,146,71,71,62,43,26900,バス/カバー,FICTIONAL_CONTENT
rod-0617,Megaburst,LEVANTIS,203MHF,Bass Power,2.03,MH,Fast,7,28,6,14,149,71,71,62,46,26100,バス/カバー,FICTIONAL_CONTENT
rod-0618,Megaburst,LEVANTIS,213MHF,Bass Power,2.13,MH,Fast,7,28,6,14,152,71,71,62,48,25300,バス/カバー,FICTIONAL_CONTENT
rod-0619,Megaburst,LEVANTIS,223MHF,Bass Power,2.23,MH,Fast,7,28,6,14,155,71,71,62,50,26100,バス/カバー,FICTIONAL_CONTENT
rod-0620,Megaburst,LEVANTIS,233MHF,Bass Power,2.33,MH,Fast,7,28,6,14,158,71,71,62,52,26900,バス/カバー,FICTIONAL_CONTENT
rod-0621,Megaburst,DESTROY-X,214MLF,Chinning,2.14,ML,Fast,3,18,4,10,143,71,71,58,48,27700,チニング,FICTIONAL_CONTENT
rod-0622,Megaburst,DESTROY-X,224MLF,Chinning,2.24,ML,Fast,3,18,4,10,145,71,71,58,50,26900,チニング,FICTIONAL_CONTENT
rod-0623,Megaburst,DESTROY-X,234MLF,Chinning,2.34,ML,Fast,3,18,4,10,148,71,71,58,53,26100,チニング,FICTIONAL_CONTENT
rod-0624,Megaburst,DESTROY-X,244MLF,Chinning,2.44,ML,Fast,3,18,4,10,151,71,71,58,55,26900,チニング,FICTIONAL_CONTENT
rod-0625,Megaburst,DESTROY-X,254MLF,Chinning,2.54,ML,Fast,3,18,4,10,154,71,71,58,57,27700,チニング,FICTIONAL_CONTENT
rod-0626,Megaburst,LEVANTIS,239MLF,Seabass Short,2.39,ML,Fast,5,28,5,12,150,71,71,58,54,28600,港湾シーバス,FICTIONAL_CONTENT
rod-0627,Megaburst,LEVANTIS,249MLF,Seabass Short,2.49,ML,Fast,5,28,5,12,153,71,71,58,56,27800,港湾シーバス,FICTIONAL_CONTENT
rod-0628,Megaburst,LEVANTIS,259MLF,Seabass Short,2.59,ML,Fast,5,28,5,12,156,71,71,58,58,27000,港湾シーバス,FICTIONAL_CONTENT
rod-0629,Megaburst,LEVANTIS,269MLF,Seabass Short,2.69,ML,Fast,5,28,5,12,158,71,67,58,61,27800,港湾シーバス,FICTIONAL_CONTENT
rod-0630,Megaburst,LEVANTIS,279MLF,Seabass Short,2.79,ML,Fast,5,28,5,12,161,71,67,58,63,28600,港湾シーバス,FICTIONAL_CONTENT
rod-0631,Megaburst,DESTROY-X,254MF,Seabass Standard,2.54,M,Fast,7,35,6,14,154,71,71,58,57,29400,河川/湾岸シーバス,FICTIONAL_CONTENT
rod-0632,Megaburst,DESTROY-X,264MF,Seabass Standard,2.64,M,Fast,7,35,6,14,157,71,67,58,59,28600,河川/湾岸シーバス,FICTIONAL_CONTENT
rod-0633,Megaburst,DESTROY-X,274MF,Seabass Standard,2.74,M,Fast,7,35,6,14,160,71,67,58,62,27800,河川/湾岸シーバス,FICTIONAL_CONTENT
rod-0634,Megaburst,DESTROY-X,284MF,Seabass Standard,2.84,M,Fast,7,35,6,14,163,71,67,58,64,28600,河川/湾岸シーバス,FICTIONAL_CONTENT
rod-0635,Megaburst,DESTROY-X,294MF,Seabass Standard,2.94,M,Fast,7,35,6,14,166,71,67,58,66,29400,河川/湾岸シーバス,FICTIONAL_CONTENT
rod-0636,Megaburst,DESTROY-X,224LF,Eging Light,2.24,L,Fast,3,18,3,8,145,71,71,58,50,31100,ライトエギ,FICTIONAL_CONTENT
rod-0637,Megaburst,DESTROY-X,234LF,Eging Light,2.34,L,Fast,3,18,3,8,148,71,71,58,53,30300,ライトエギ,FICTIONAL_CONTENT
rod-0638,Megaburst,DESTROY-X,244LF,Eging Light,2.44,L,Fast,3,18,3,8,151,71,71,58,55,29500,ライトエギ,FICTIONAL_CONTENT
rod-0639,Megaburst,DESTROY-X,254LF,Eging Light,2.54,L,Fast,3,18,3,8,154,71,71,58,57,30300,ライトエギ,FICTIONAL_CONTENT
rod-0640,Megaburst,DESTROY-X,264LF,Eging Light,2.64,L,Fast,3,18,3,8,157,71,67,58,59,31100,ライトエギ,FICTIONAL_CONTENT
rod-0641,Megaburst,LEVANTIS,231MLF,Eging Standard,2.31,ML,Fast,5,25,4,10,148,71,71,58,52,32000,エギング,FICTIONAL_CONTENT
rod-0642,Megaburst,LEVANTIS,241MLF,Eging Standard,2.41,ML,Fast,5,25,4,10,150,71,71,58,54,31200,エギング,FICTIONAL_CONTENT
rod-0643,Megaburst,LEVANTIS,251MLF,Eging Standard,2.51,ML,Fast,5,25,4,10,153,71,71,58,56,30400,エギング,FICTIONAL_CONTENT
rod-0644,Megaburst,LEVANTIS,261MLF,Eging Standard,2.61,ML,Fast,5,25,4,10,156,71,67,58,59,31200,エギング,FICTIONAL_CONTENT
rod-0645,Megaburst,LEVANTIS,271MLF,Eging Standard,2.71,ML,Fast,5,25,4,10,159,71,67,58,61,32000,エギング,FICTIONAL_CONTENT
rod-0646,Megaburst,DESTROY-X,285MF,Surf,2.85,M,Fast,10,45,8,18,163,71,67,58,69,34500,サーフ,FICTIONAL_CONTENT
rod-0647,Megaburst,DESTROY-X,295MF,Surf,2.95,M,Fast,10,45,8,18,166,71,67,58,72,33700,サーフ,FICTIONAL_CONTENT
rod-0648,Megaburst,DESTROY-X,305MF,Surf,3.05,M,Fast,10,45,8,18,169,71,67,58,74,32900,サーフ,FICTIONAL_CONTENT
rod-0649,Megaburst,DESTROY-X,315MF,Surf,3.15,M,Fast,10,45,8,18,172,71,67,58,77,33700,サーフ,FICTIONAL_CONTENT
rod-0650,Megaburst,DESTROY-X,325MF,Surf,3.25,M,Fast,10,45,8,18,174,71,67,58,79,34500,サーフ,FICTIONAL_CONTENT
rod-0651,River Craft,STREAMLINE,183ULF,Ajing,1.83,UL,Fast,0.5,5,1.5,4,130,72,70,56,41,19600,軽量ジグ/アジ,FICTIONAL_CONTENT
rod-0652,River Craft,STREAMLINE,193ULF,Ajing,1.93,UL,Fast,0.5,5,1.5,4,132,72,70,56,43,18800,軽量ジグ/アジ,FICTIONAL_CONTENT
